id,max,7Mar_EVI2,count,sum,std,median,unique,percentile_95,percentile_90,percentile_85
1,2.08264637,1.632394506,6023,9831.912109,0.223933518,1.671586752,6018,1.925705302,1.885575318,1.855059445
2,2.07695961,1.589436065,6022,9571.583984,0.269454545,1.646662951,6010,1.911924517,1.870068121,1.835834211
3,2.146850109,1.697572443,6022,10222.78125,0.20731694,1.734486341,6018,1.983101672,1.937944567,1.90204066
4,2.055032253,1.533628557,6021,9233.977539,0.267173154,1.570069313,6020,1.893477559,1.850795865,1.809296727
5,2.118950367,1.806720437,6020,10876.45703,0.184629342,1.836863399,6002,2.013284588,1.983278513,1.959059417
10,2.062285423,1.500396592,6023,9036.888672,0.258597716,1.527294874,6018,1.868254328,1.808700132,1.768064964
9,2.064188004,1.696182357,6022,10214.41016,0.167592593,1.715779543,6020,1.934049147,1.896024501,1.867387128
8,2.196638584,1.799196728,6022,10834.7627,0.16373565,1.811657786,6018,2.040666223,1.999394619,1.97072404
7,2.086965799,1.737882388,6023,10467.26563,0.171651819,1.761600852,6021,1.968064976,1.931782794,1.907227528
6,2.103089333,1.758956093,6022,10592.43359,0.182528144,1.801216602,6010,1.961483836,1.936221755,1.915686905
11,2.006652594,1.494928913,6022,9002.461914,0.225003839,1.511462331,6017,1.829270005,1.774601185,1.736933219
12,2.109516621,1.629916381,6022,9815.356445,0.230453581,1.682728291,6017,1.919719744,1.872000015,1.84057638
13,2.051931143,1.678352978,6021,10105.36328,0.200011417,1.713972807,6016,1.93532443,1.898448348,1.87045145
14,2.084226847,1.727498204,6023,10404.72168,0.153935844,1.745047808,6014,1.941230059,1.907034969,1.882097256
15,2.025742054,1.645023423,6022,9906.331055,0.181474499,1.672842026,6018,1.89841755,1.855911064,1.828575718
26,2.142927647,1.718912355,6021,10349.57129,0.19211519,1.742016554,6016,1.988452554,1.943857551,1.912546754
28,1.970661283,1.328745343,6023,8003.033203,0.307953069,1.377457976,5989,1.740508521,1.686831355,1.643688893
29,1.96923244,1.509206639,6022,9088.442383,0.279972305,1.577265263,6013,1.844087237,1.803255248,1.771260238
30,2.061946154,1.72363865,6022,10379.75195,0.181196375,1.757903695,6020,1.943447548,1.913957632,1.891269219
25,2.076159,1.513133971,6022,9112.092773,0.27020318,1.551304817,6017,1.870499736,1.818905962,1.775496358
24,1.943518639,1.334736213,6023,8039.116211,0.285986403,1.343376637,6017,1.757357371,1.69923501,1.65335393
23,1.870694637,1.341064939,6024,8078.575195,0.271591482,1.382057667,6021,1.7134808,1.662248623,1.623930532
22,1.931055784,1.500864344,6022,9038.205078,0.206933534,1.52839756,6017,1.779551995,1.744660819,1.718709683
21,2.11103344,1.606639263,6022,9675.181641,0.199707533,1.641734838,6017,1.881586152,1.837022603,1.801383561
16,2.043872356,1.475726836,6023,8888.302734,0.266361552,1.508880138,6018,1.847979832,1.79107213,1.744471431
17,2.067484617,1.658352318,6022,9986.597656,0.191995966,1.678975582,6021,1.927710664,1.883595359,1.849385279
18,2.071371317,1.672388178,6021,10069.44922,0.19898719,1.704006433,6015,1.931399107,1.891433716,1.86308074
19,2.140767813,1.840090891,6022,11081.02734,0.103907393,1.847016096,6017,2.001916087,1.966166162,1.942323267
20,2.142344475,1.794642139,6022,10807.33496,0.128418064,1.802200079,6014,1.990003961,1.951317513,1.925548375
27,1.984971762,1.413349943,6022,8511.193359,0.308615983,1.480095387,6002,1.814524084,1.758183897,1.718430001
41,2.123734713,1.684513707,6021,10142.45703,0.176981124,1.712614179,6013,1.925388098,1.885649204,1.859491467
42,2.062496185,1.785879672,6022,10754.56738,0.135803481,1.806575298,6018,1.962596583,1.930736399,1.909506947
43,2.226994753,1.883295268,6022,11341.2041,0.122723352,1.885317564,6015,2.089179742,2.041386366,2.009851658
44,2.1243186,1.716721318,6023,10339.8125,0.166179889,1.741567969,6019,1.942857516,1.90416491,1.877708542
45,2.226099491,1.879042794,6022,11315.5957,0.15144188,1.894735813,6017,2.093081069,2.057206082,2.028136563
40,2.151769161,1.799476356,6023,10838.24609,0.138391557,1.819289207,6017,1.990401566,1.961803675,1.939032555
39,2.174675703,1.828337275,6022,11010.24707,0.129238246,1.840083838,6017,2.022740746,1.984069598,1.958239692
38,2.135607243,1.866042285,6022,11237.30664,0.104092312,1.872446537,6015,2.022161484,1.994585752,1.975349784
37,2.203030348,1.881203167,6022,11328.60547,0.142579153,1.898157239,6018,2.085405433,2.048789501,2.025029731
36,2.126151085,1.709555104,6023,10296.65039,0.176531864,1.740490675,6018,1.938140666,1.905844855,1.882130694
31,2.145011187,1.723375618,6022,10378.16797,0.212618337,1.763162136,6020,2.010159957,1.961980164,1.931367487
32,2.244730473,1.976540121,6022,11902.72461,0.115673768,1.979780436,6016,2.160128784,2.127575302,2.102828753
33,2.138873339,1.702268116,6022,10251.05859,0.185505681,1.728210449,6015,1.957898855,1.916856682,1.886193615
34,2.195523262,1.900290731,6022,11443.55078,0.10966028,1.901750803,6016,2.086834347,2.037534642,2.008835554
35,2.211796999,1.8168308,6022,10940.95508,0.147575866,1.836444259,6018,2.019842565,1.986665988,1.962795186
